,Unnamed: 0,index,choice1,choice2,Full_sentence,right_answer
2410,2410,4011,Ella was happy that the picnic wasn't ruined.,Ella's family was mad at her the rest of the day.,Ella had packed a picnic for her family.But she had forgotten to bring forks!They had no way to eat their chicken and watermelon.Then they all started to laugh and eat with their hands.,1
2411,2411,4012,She caught hypothermia.,She finished her latest book.,"Emily woke up early to get ready for school last Monday.Before she got dressed, she checked to see if school was canceled.It had snowed so much that school was cancelled.Emily was happy and decided to stay inside and read on her day off.",2
2412,2412,4013,She let the technician change her oil.,Joline decide to take the technician's advice.,Joline went to the nail salon to get a manicure.The nail technician cleaned and trimmed her nails.Joline could not decide what color nail polish she would like.The nail technician suggested a design that used multiple colors.,2
2413,2413,4014,Harry wished he wouldn't have went.,Harry was so happy to be in the goo.,"Harry secretly hated haunted houses, but couldn't let his friend down.Faking a brave face, the went forth into the darkened house.He managed to make it all way through without screaming out loud.At the very end, they fell through a trick floor into a bunch of goo.",1
2414,2414,4015,He no longer had any interest in wrestling.,He retired early due to injury.,Bobby wanted to be a wrestler.He took wrestling in high school.Then he joined a team in college.Soon he was wrestling professionally.,2
2415,2415,4016,Joan felt bad about the dinner but glad she was assertive.,Joan went to the restaurant the next night.,"Joan decided to treat herself to a fancy sushi dinner.But the food was bad and the waiter was even worse!She asked for the manager but he never bothered to come.Although it was unlike her, Joan got so mad she left without paying.",1
2416,2416,4017,Jesse's parents were upset with her.,Jesse's parents were excited to see the tattoo.,Jesse had always wanted to get a tattoo.Her parents were very against the idea of tattoos.One her 18th birthday she decided to get one.She got a small tiara tattoo on her shoulder.,1
2417,2417,4018,Juliette built a volcano.,Juliette was bored.,Juliette wanted to be a scientist when she grew up.She decided she must perform an experiment.She emptied a box of baking soda into a pan.Then she poured in vinegar.,1
2418,2418,4019,Rob finally left to hang out with his friends.,Rob was very happy about spending time with Jaclyn.,Jaclyn came over to hang out with Robs girlfriend.Jaclyn and Rob do not get along.Rob tried very nice to keep the peace and be nice.Jaclyn kept saying very snide comments and remarks,1
2419,2419,4020,All of the eggs landed safely.,Sharon broke all of the eggs.,Sharon and her sister drove to the grocery store to pick up eggs.They were going to have dinner guests and were baking a cake.On the way into the house Sharon tripped and fell.The eggs flew out of her hands and landed on the concrete.,2
2420,2420,4021,Everyone hated the slave trader's song.,The slave trader became very famous and rich from his song.,There once was a slave trader.He found god and changed his wicked ways.He wrote a song about his conversion.That song became famous and popular.,2
2421,2421,4022,Ella had to be taken to the doctor.,Ella was unscathed from the fall.,Ella went out sledding one afternoon.She had fun at first.Then she slipped off the sled.She cut her forehead on a rock in the ground.,1
2422,2422,4023,"Her doctor said she was healthier, too.",She felt like a complete failure.,"Steph usually ate a large breakfast.But her new job meant she had less time to make food.So Steph decided to eat simpler food and smaller portions.And in a month, she lost 10 pounds.",1
2423,2423,4024,Bobby passed the football for hours after the game.,Bobby took time to recover from the injury.,Bobby was a star football player at his school.He would always get recognition for his talent.One day he was in a very important game.His arm was hurt in the process.,2
2424,2424,4025,Susan was upset with the whole ordeal.,Susan was very happy with the experience.,Susan went to the movie theater with her friends.Susan used her cell phone in the theater to check her e-mail.An usher came and asked Susan to leave the theater.Susan had to wait in the lobby while her friends finished the movie.,1
2425,2425,4026,The cactus flourished under his care.,The goldfish were very happy and healthy.,Margie had a Christmas cactus.It never bloomed.She gave the plant to Desi.Desi took good care of the plant.,1
2426,2426,4027,Gina went straight to bed.,Gina decided that it wasn't late enough and went back outside.,Gina had been at the park with her friend Pam for hours.Now the sun was setting.She said her goodbyes and headed home.When she arrived it was dark out.,1
2427,2427,4028,Avery's parents were proud.,Avery's parents were ashamed of him.,Avery was very excited.Tonight was his very first basketball game.He had practiced and his parents came to watch him.Avery played well with his teammates and even scored some points!,1
2428,2428,4029,The orchids would be ugly.,The orchids would be beautiful.,Gary loved to garden.Spring was quickly approaching and he wanted to start planting.He checked the Almanac to see which plants were safe for the garden.Tom decided to plant some orchids.,2
2429,2429,4030,And asked her to marry him.,And he started laughing hysterically.,Bay was nervous.Her boyfriend had been acting weird all through dinner.Bay thought he was going to dump her.But then he got on one knee.,1
2430,2430,4031,Tommy had good friends.,Tommy had bad friends.,Tommy was having a bad day.His friends tried to cheer him up by taking him out.He grumbled but went along.He drank and danced with his friends all night.,1
2431,2431,4032,We went to a dentist who pulled the tooth.,We had a week of hell as her tooth came in.,Ariel is our 5 month old baby.She had woke up the other morning extremely fussy.We couldn't figure out what was wrong at first.We then seen a fresh tooth popping through her gum line.,2
2432,2432,4033,Amelia decided to never go back to Mexico.,Amelia decided to vacation to Mexico more often.,"Amelia decided to take a vacation to Mexico.She booked her flight and hotel.When she got to Mexico, she was sure to visit many different things.She loved every moment of it.",2
2433,2433,4034,We told the kids that Santa must have share with the reindeer.,We told the kids it was thanksgiving.,Sometimes my kids wondered if Santa Claus was real.Each year we left cookies and milk for him on Christmas Eve.Each Christmas day we found an empty cup and cookie crumbs.One year we found cookie pieces outside in the snow.,1
2434,2434,4035,She was so grateful and promised to pay her coworker back.,She did not want to eat.,"Amy woke up extra hungry today.Unfortunately, she also woke up very late.She rushed around the house and had no time for breakfast.When she made it to work, she realized her coworker brought breakfast!",1
